report_date,service,program,base_year,baseline_type,prime_contractor,secondary_contractor,platform_portfolio,cohort,merger_exposure,treatment_rule,baseline_pauc_total,baseline_pauc_qty,baseline_pauc_est,current_pauc_total,current_pauc_qty,current_pauc_est,baseline_apuc_total,baseline_apuc_qty,baseline_apuc_est,current_apuc_total,current_apuc_qty,current_apuc_est
2010-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,10452.7,639,16.358,8856.9,634,13.97,8855.7,634,13.968
2010-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,2156.6,57,37.835,2134.6,56,38.118,2156.6,57,37.835
2010-12-31,Army,CH-47F,2005,PdE,Boeing,,Aircraft,0,,,10614.8,512,20.732,12703.1,532,23.878,10435.1,510,20.461,12519.8,530,23.622
2010-12-31,Army,Excalibur,2007,PdE,Raytheon,,Ordnance and Missiles,0,,,1654.4,7474,0.221,1684.6,7474,0.225,661.2,6930,0.095,691.1,6930,0.1
2010-12-31,Army,FMTV,1996,PdE,Oshkosh,,Land Vehicles,0,,,15024.7,83185,0.181,15436.6,87839,0.176,14890.6,83185,0.179,15262.2,87839,0.174
2010-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,4877.4,43882,0.111,3966.7,43560,0.091,4157.8,43560,0.095
2010-12-31,Army,HIMARS,2003,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3711.6,894,4.152,1782.4,381,4.678,3421.1,888,3.853,1540.2,375,4.107
2010-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,5339.7,296,18.04,3316,285,11.635,3389,285,11.891
2010-12-31,Army,JLENS,2005,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,5850,16,365.625,6896,16,431,4027,14,287.643,4563,14,325.929
2010-12-31,Army,LUH,2006,PdE,EADS-NA Defense,,Aircraft,0,,,1638.3,322,5.088,1809.2,345,5.244,1635.1,322,5.078,1806,345,5.235
2010-12-31,Army,MQ-1C UAS Gray Eagle,2010,PdE,General Atomics,,Aircraft,0,,,5252,31,169.419,5022.2,31,162.006,3364.7,29,116.024,3310.1,29,114.141
2010-12-31,Army,Patriot PAC-3,2002,PdE,Lockheed Martin,Raytheon,Air and Missile Defense,0,,,7084,1012,7,9597.4,1210,7.932,4156.4,1012,4.107,6167.2,1210,5.097
2010-12-31,Army,Patriot MEADS CAP - Fire Unit,2004,DE,Lockheed Martin,MBDA,Air and Missile Defense,0,,,16530.5,48,344.385,2879.5,0,,11999.1,48,249.981,79,0,
2010-12-31,Army,PAC-3 MSE,2004,DE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,6776.2,1528,4.435,5760,1528,3.77,6119.8,1528,4.005
2010-12-31,Army,Stryker,2004,PdE,General Dynamics,,Land Vehicles,0,,,6824.8,2131,3.203,15548.7,4235,3.671,6037.6,2128,2.837,12361.2,4225,2.926
2010-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,16801.7,1235,13.605,22088.6,1375,16.064,16084.2,1227,13.109,21327.3,1367,15.602
2010-12-31,Army,WIN-T Inc 1,2007,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3798,1677,2.265,4186.1,1860,2.251,3775,1677,2.251,4151.6,1860,2.232
2010-12-31,Army,WIN-T Inc 2,2010,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3617.2,1893,1.911,5892.3,2846,2.07,3384.5,1837,1.842,5620.5,2790,2.015
2010-12-31,Army,WIN-T Inc 3,2009,DE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,15807.9,3482,4.54,13397,3207,4.177,13212.4,3443,3.837,11250.7,3168,3.551
2010-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,1592.2,1919,0.83,806.5,1750,0.461,987.7,1879,0.526
2010-12-31,Navy,AIM-9X Block I,1997,PdE,Raytheon,,Ordnance and Missiles,0,,,2464,10049,0.245,2939.3,10142,0.29,1932.6,10000,0.193,2287.9,10097,0.227
2010-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,4316.7,271,15.929,1262.8,174,7.257,1657.4,241,6.877
2010-12-31,Navy,CH-53K,2006,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,20303.6,200,101.518,11018.9,152,72.493,14822.2,196,75.623
2010-12-31,Navy,COBRA JUDY Replacement,2003,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,1365,1,1365,1527.6,1,1527.6,0,0,,0,0,
2010-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,18417,3,6139,10195.3,3,3398.433,9308.9,3,3102.967
2010-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,60164.9,75,802.199,15745.3,23,684.578,57095.5,75,761.273
2010-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,17140.3,75,228.537,13281.9,70,189.741,12716.8,70,181.669
2010-12-31,Navy,EA-18G,2004,PdE,Boeing,General Electric,Aircraft,0,,,7662.6,90,85.14,9741.5,114,85.452,6030.5,90,67.006,8033,114,70.465
2010-12-31,Navy,F/A-18E/F,2000,PdE,Boeing,General Electric,Aircraft,0,,,65944.7,1000,65.945,46637.2,556,83.88,59976.8,1000,59.977,40742,556,73.277
2010-12-31,Navy,H-1 Upgrades (4BW/4BN),2008,PdE,Bell Helicopters,,Aircraft,0,,,7852.2,284,27.649,11948.2,353,33.848,6352.9,280,22.689,10088.8,349,28.908
2010-12-31,Navy,IDECM - Blocks 2/3,2008,PdE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",0,,,1410.9,12809,0.11,1482,12805,0.116,956,12809,0.075,1025.6,12805,0.08
2010-12-31,Navy,IDECM - Block 4,2008,DE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,660.7,160,4.129,781.7,190,4.114,451.2,160,2.82,541.9,190,2.852
2010-12-31,Navy,JHSV,2008,DE,Austal,,Ships and Submarines,0,,,3460,18,192.222,3495.9,18,194.217,3337.8,18,185.433,3364.6,18,186.922
2010-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,935.6,37,25.286,202.9,25,8.116,211.9,26,8.15
2010-12-31,Navy,JSOW - Baseline,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,1505.8,3334,0.452,1497.8,3334,0.449,941.7,3334,0.282,934.2,3334,0.28
2010-12-31,Navy,JSOW - Unitary,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,3360.9,7800,0.431,2192.2,7000,0.313,3103.7,7800,0.398,1847.2,7000,0.264
2010-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9140.2,104,87.887,9198.3,104,88.445,9103.1,104,87.53
2010-12-31,Navy,LCS,2010,DE,General Dynamics,Lockheed Martin,Ships and Submarines,0,,,32008.2,55,581.967,31996.8,55,581.76,28369.2,53,535.268,28634,53,535.17
2010-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,9134.1,3,3044.7,2677.5,1,2677.5,8815.3,3,2938.433
2010-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,14379.2,11,1307.2,12842.4,12,1070.2,14263.1,11,1296.645
2010-12-31,Navy,MH-60R,2006,PdE,Sikorsky,Lockheed Martin,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,9894.9,243,40.72,13302.9,300,44.343,8361.1,241,34.693,11481.6,298,38.529
2010-12-31,Navy,MH-60S,1998,PdE,Sikorsky,Lockheed Martin,Aircraft,0,,,2769,166,16.681,6643.7,275,24.159,2698,165,16.352,5999.3,275,21.816
2010-12-31,Navy,MQ-4C UAS BAMS,2008,DE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,12419.4,70,177.42,8871.2,65,136.48,8957.3,65,137.805
2010-12-31,Navy,MUOS,2004,PdE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,5738,6,956.333,5957.3,6,992.883,2591,4,647.75,2300.1,4,575.025
2010-12-31,Navy,NMT,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,1923.4,333,5.776,1558.5,304,5.127,1345.6,305,4.412,1006.4,276,3.646
2010-12-31,Navy,P-8A,2010,PdE,Boeing,CFM International,Aircraft,0,,,30271.9,115,263.234,32095.6,122,263.079,22791.2,108,211.03,23517,117,201
2010-12-31,Navy,RMS,2006,DE,Lockheed Martin,,Other Products,0,,,1279.6,54,23.696,1279.3,54,23.691,630,52,12.115,631.9,52,12.152
2010-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,5375.5,1200,4.48,3949.6,1200,3.291,4544.4,1200,3.787
2010-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,63219.5,30,2107.317,42228.1,30,1407.603,57809.4,30,1926.98
2010-12-31,Navy,Tactical Tomahawk,1999,PdE,Raytheon,,Ordnance and Missiles,0,,,1683.7,1365,1.233,5523.7,4740,1.165,1158.4,1353,0.856,4958.6,4730,1.048
2010-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,27336.8,561,48.729,17155.2,540,31.769,17826.4,533,33.445
2010-12-31,Navy,V-22,2005,PdE,Boeing,Bell Helicopters,Aircraft,0,,,50250.4,458,109.717,50208.1,459,109.386,38562.8,456,84.568,38180.7,457,83.546
2010-12-31,Air Force,AMRAAM,1992,PdE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,0,,,12302.9,13038,0.944,16724,16716,1,10205.7,13038,0.783,14010.9,16716,0.838
2010-12-31,Air Force,B-2 EHF Inc 1,2007,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,659.7,21,31.414,580.9,20,29.045,114.8,17,6.753,118.4,16,7.4
2010-12-31,Air Force,B-2 RMP,2008,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,1273.8,21,60.657,1221.3,20,61.065,559,14,39.929,555.4,13,42.723
2010-12-31,Air Force,C-130 AMP,2010,PdE,Boeing,,"Electronics, Comms, and Sensors",0,,,5610.8,222,25.274,6039.9,221,27.33,3510.2,219,16.028,4143.2,218,19.006
2010-12-31,Air Force,C-130J,1996,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,730.7,11,66.427,11855.8,168,70.57,721.8,11,65.618,11431.4,168,68.044
2010-12-31,Air Force,C-5 RERP,2008,PdE,Lockheed Martin,,Aircraft,0,,,7146.6,52,137.435,7080.9,52,136.171,5415.9,49,110.529,5391.5,49,110.031
2010-12-31,Air Force,F-22,2005,PdE,Lockheed Martin,Pratt & Whitney,Aircraft,0,,,64281.7,181,355.148,69464.2,188,369.49,31606.5,172,183.759,33245.8,179,185.731
2010-12-31,Air Force,FAB-T,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,2960.5,222,13.336,3731.4,246,15.168,1677.3,197,8.514,2048.8,216,9.485
2010-12-31,Air Force,GBS,1997,DE,General Dynamics,,Space Systems,0,,,451.4,346,1.305,902.8,1917,0.471,53.9,125,0.431,506.5,1781,0.284
2010-12-31,Air Force,GPS IIIA,2010,PdE,Lockheed Martin,,Space Systems,0,,,3840.8,8,480.1,4217.6,8,527.2,1381,6,230.167,1594.2,6,265.7
2010-12-31,Air Force,HC/MC-130 Recapitalization,2009,PdE,Lockheed Martin,,Aircraft,0,,,8078.1,74,109.164,12643.1,122,103.632,7436,74,100.486,12190.2,122,99.92
2010-12-31,Air Force,JASSM - Baseline,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3679.4,2487,1.479,3679.2,2487,1.479,2503.2,2400,1.043,2503,2400,1.043
2010-12-31,Air Force,JASSM - ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,3631.2,2531,1.435,3366.1,2500,1.346,3365.7,2500,1.346
2010-12-31,Air Force,JDAM,1995,PdE,Boeing,,Ordnance and Missiles,0,,,2720.4,88126,0.031,4965.4,223874,0.022,2090.6,87496,0.024,4396.5,223070,0.02
2010-12-31,Air Force,JPATS,2002,PdE,Hawker Beechcraft,,Aircraft,0,,,4918.6,768,6.404,4743.1,748,6.341,4512.4,767,5.883,4337.3,747,5.806
2010-12-31,Air Force,MP-RTIP,2000,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,1449.3,0,,1151.3,0,,0,0,,0,0,
2010-12-31,Air Force,MQ-9 UAS Reaper,2008,PdE,General Atomics,,Aircraft,0,,,,,,11315.3,399,28.359,,,,10306.7,396,26.027
2010-12-31,Air Force,NAS,2005,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,762.1,53,14.379,1454.9,92,15.814,629.7,53,11.881,1319.8,92,14.346
2010-12-31,Air Force,NAVSTAR GPS - Space & Control,2000,PdE,Boeing,,Space Systems,0,,,5105.6,33,151.988,6133.5,33,185.864,3239.4,33,98.164,3988.5,33,120.864
2010-12-31,Air Force,NAVSTAR GPS - User Equipment,2000,PdE,Boeing,,Space Systems,0,,,797.8,0,,1216.6,0,,254.3,0,,0,0,
2010-12-31,Air Force,NPOESS,2002,PdE,Northrop Grumman,,Space Systems,0,,,9793.7,4,2448.425,6026.3,2,3013.15,2446.9,2,1223.45,0,0,
2010-12-31,Air Force,RQ-4A/B UAS Global Hawk,2000,DE,Northrop Grumman,,Aircraft,0,,,8103.6,54,150.067,11288.6,66,171.039,4904.9,54,90.831,7366.4,66,111.612
2010-12-31,Air Force,SBIRS HIGH - Baseline,1995,DE,Lockheed Martin,,Space Systems,0,,,8569.3,3,2856.433,13844.4,6,2307.4,1342.8,1,1342.8,4906.5,4,1226.625
2010-12-31,Air Force,SDB II,2010,DE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,4571.2,17163,0.266,2976.3,17000,0.175,2972.2,17000,0.175
2010-12-31,Air Force,WGS,2010,PdE,Boeing,,Space Systems,0,,,3610.6,7,515.8,3576.9,7,510.986,3193.4,7,456.2,3169.9,7,452.843
2010-12-31,DoD,AMF JTRS,2008,DE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,7758.6,27102,0.286,7822.7,27102,0.289,5907.9,26878,0.22,5902.9,26878,0.22
2010-12-31,DoD,CHEM DEMIL - ACWA,1994,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,7535.8,3136,2.403,0,0,,0,0,
2010-12-31,DoD,CHEM DEMIL - CMA,1994,PdE,Westinghouse,,Other Services,0,,,22850.2,29060,0.786,20552.2,29060,0.707,2696.8,29060,0.093,2421.8,29060,0.083
2010-12-31,DoD,JTRS GMR,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,14437.2,108388,0.133,13602.6,86956,0.156,13592.1,108086,0.126,12135.4,86865,0.14
2010-12-31,DoD,JTRS HMS,2004,DE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,4594.5,221978,0.021,8104,328514,0.025,3545.7,221396,0.016
2010-12-31,DoD,JTRS NED,2002,DE,Boeing,,"Electronics, Comms, and Sensors",0,,,812.9,0,,1718.2,0,,,,,0,0,
2010-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,2530.8,5028,0.503,523.7,630,0.831,1182.6,4606,0.257
2011-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,10249.4,639,16.04,8856.9,634,13.97,8639,634,13.626
2011-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,1906.1,58,32.684,2134.6,56,38.118,1906.1,58,32.864
2011-12-31,Army,CH-47F,2005,PdE,Boeing,,Aircraft,0,,,10614.8,512,20.732,12474.6,532,23.448,10435.1,510,20.461,12291.3,530,23.191
2011-12-31,Army,Excalibur,2007,PdE,Raytheon,,Ordnance and Missiles,0,,,1654.6,7474,0.221,1646.5,7508,0.219,661.2,6930,0.095,659.5,6964,0.095
2011-12-31,Army,FMTV,1996,PdE,Oshkosh,,Land Vehicles,0,,,15024.7,83185,0.181,13974,80376,0.174,14890.6,83185,0.179,13800.1,80376,0.172
2011-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,5044.7,43936,0.115,3966.7,43560,0.091,4268.1,43560,0.098
2011-12-31,Army,HIMARS,2003,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3711.6,894,4.152,1758.9,381,4.617,3421.1,888,3.853,1516.9,375,4.045
2011-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,5562.9,465,11.963,3316,285,11.635,3470.4,431,8.052
2011-12-31,Army,JLENS,2005,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,5850,16,365.625,2308.7,2,1154.35,4027,14,287.643,0,0,
2011-12-31,Army,LUH,2006,PdE,EADS-NA Defense,,Aircraft,0,,,1638.3,322,5.088,1793.9,345,5.2,1635.1,322,5.078,1790.7,345,5.19
2011-12-31,Army,MQ-1C UAS Gray Eagle,2010,PdE,General Atomics,,Aircraft,0,,,5252,31,169.419,4489.1,31,144.81,3364.7,29,116.024,3088.2,29,106.49
2011-12-31,Army,Patriot PAC-3,2002,PdE,Lockheed Martin,Raytheon,Air and Missile Defense,0,,,7084,1012,7,10205.6,1294,7.887,4156.4,1012,4.107,6775.4,1294,5.236
2011-12-31,Army,Patriot MEADS CAP - Fire Unit,2004,DE,Lockheed Martin,MBDA,Air and Missile Defense,0,,,16530.5,48,344.385,2758.8,0,,11999.1,48,249.981,0,0,
2011-12-31,Army,PAC-3 MSE,2004,DE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,6869.6,1528,4.496,5760,1528,3.77,6165.7,1528,4.035
2011-12-31,Army,PIM,2011,DE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,,,,6630.2,582,11.392,,,,5629.7,580,9.706
2011-12-31,Army,Stryker,2004,PdE,General Dynamics,,Land Vehicles,0,,,6824.8,2131,3.203,14744.7,4536,3.251,6037.6,2128,2.837,13295.7,4507,2.95
2011-12-31,Army,TWS,1998,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,2467.7,237788,0.01,2456,237788,0.01,2395.5,237788,0.01,2382.9,237788,0.01
2011-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,22859.2,1375,16.625,16084.2,1227,13.109,22097.9,1367,16.165
2011-12-31,Army,WIN-T Inc 1,2007,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3798,1677,2.265,4108.7,1860,2.209,3775,1677,2.251,4074.4,1860,2.191
2011-12-31,Army,WIN-T Inc 2,2010,PdE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,3617.2,1893,1.911,5907.6,2846,2.076,3384.5,1837,1.842,5682.1,2790,2.017
2011-12-31,Army,WIN-T Inc 3,2009,DE,General Dynamics,,"Electronics, Comms, and Sensors",0,,,15807.9,3482,4.54,12027.6,3084,3.9,13212.4,3443,3.837,9821.8,3045,3.226
2011-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,1647,1919,0.858,806.5,1750,0.461,1026.7,1879,0.546
2011-12-31,Navy,AIM-9X Block I,1997,PdE,Raytheon,,Ordnance and Missiles,0,,,2464,10049,0.245,1322,3142,0.421,1932.6,10000,0.193,775,3097,0.25
2011-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,3849.9,6000,0.642,3798.5,6000,0.633,3677.4,6000,0.613
2011-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,4393.5,269,16.333,1262.8,174,7.257,1654.9,239,6.924
2011-12-31,Navy,CH-53K,2006,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,20373.5,200,101.868,11018.9,152,72.493,14921.2,196,76.129
2011-12-31,Navy,COBRA JUDY Replacement,2003,DE,Raytheon,,"Electronics, Comms, and Sensors",0,,,1365,1,1365,1524.8,1,1524.8,,,,0,0,
2011-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,18312.7,3,6104.233,10195.3,3,3398.433,9502.3,3,3167.433
2011-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,59238,75,789.84,15745.3,23,684.578,56286.4,75,750.485
2011-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,18712.2,75,249.496,13281.9,70,189.741,13977.9,70,199.684
2011-12-31,Navy,EA-18G,2004,PdE,Boeing,General Electric,Aircraft,0,,,7662.6,90,85.14,9563.5,114,83.89,6030.5,90,67.006,7846.5,114,68.829
2011-12-31,Navy,F/A-18E/F,2000,PdE,Boeing,General Electric,Aircraft,0,,,65944.7,1000,65.945,46552.9,565,82.395,59976.8,1000,59.977,40657.7,565,71.961
2011-12-31,Navy,H-1 Upgrades (4BW/4BN),2008,PdE,Bell Helicopters,,Aircraft,0,,,7852.2,284,27.649,11928.5,353,33.792,6352.9,280,22.689,10041.6,349,28.772
2011-12-31,Navy,IDECM - Blocks 2/3,2008,PdE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",0,,,1410.9,12809,0.11,1475.1,12805,0.115,956,12809,0.075,1018.7,12805,0.08
2011-12-31,Navy,IDECM - Block 4,2008,DE,ITT Exelis,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,660.7,160,4.129,796.3,190,4.191,451.2,160,2.82,560.1,190,2.948
2011-12-31,Navy,JHSV,2008,DE,Austal,,Ships and Submarines,0,,,3460,18,192.222,1979.9,10,197.99,3337.8,18,185.433,1861,10,186.1
2011-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,938.6,37,25.368,202.9,25,8.116,221.9,26,8.535
2011-12-31,Navy,JSOW - Baseline,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,1505.8,3334,0.452,1480.6,3334,0.444,941.7,3334,0.282,917,3334,0.275
2011-12-31,Navy,JSOW - Unitary,1990,PdE,Raytheon,,Ordnance and Missiles,0,,,3360.9,7800,0.431,2144.9,7000,0.306,3103.7,7800,0.398,1796.2,7000,0.257
2011-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9319.2,104,89.608,9198.3,104,88.445,9281.1,104,89.241
2011-12-31,Navy,LCS,2010,DE,General Dynamics,Lockheed Martin,Ships and Submarines,0,,,32008.2,55,581.967,30677.5,55,557.773,28639.2,53,535.268,27083.4,53,511.008
2011-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,8941.4,3,2980.467,2677.5,1,2677.5,8605.4,3,2868.467
2011-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.4,12,1079.6,14269.3,11,1297.209,12842.4,12,1070.2,14153.2,11,1286.655
2011-12-31,Navy,MH-60R,2006,PdE,Sikorsky,Lockheed Martin,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,9894.9,243,40.72,12081.8,291,44.955,8361.1,241,34.693,11263.6,289,38.874
2011-12-31,Navy,MH-60S,1998,PdE,Sikorsky,Lockheed Martin,Aircraft,0,,,2769,166,16.681,6629.2,275,24.106,2698,165,16.352,5948.9,275,21.632
2011-12-31,Navy,MQ-4C UAS BAMS,2008,DE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,12243.9,70,174.913,8871.2,65,136.48,8926.6,65,137.332
2011-12-31,Navy,MUOS,2004,PdE,Lockheed Martin,,"Electronics, Comms, and Sensors",0,,,5738,6,956.333,6001.6,6,1000.267,2591,4,647.75,2301.6,4,575.4
2011-12-31,Navy,NMT,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",0,,,1923.4,333,5.776,1533.7,278,5.517,1345.6,305,4.412,979.9,250,3.92
2011-12-31,Navy,P-8A,2010,PdE,Boeing,CFM International,Aircraft,0,,,30271.9,115,263.234,31821.3,122,260.83,22791.2,108,211.03,23242.7,117,198.656
2011-12-31,Navy,RMS,2006,DE,Lockheed Martin,,Other Products,0,,,1279.6,54,23.696,1265.5,54,23.435,630,52,12.115,621.5,52,11.952
2011-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,5116.8,1200,4.264,3949.6,1200,3.291,4290.1,1200,3.575
2011-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,62185.4,30,2072.847,42228.1,30,1407.603,56319.6,30,1877.32
2011-12-31,Navy,Tactical Tomahawk,1999,PdE,Raytheon,,Ordnance and Missiles,0,,,1683.7,1365,1.233,5722.1,4961,1.153,1158.4,1353,0.856,5157,4951,1.042
2011-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,27252.2,561,48.578,17155.2,540,31.769,17779,533,33.356
2011-12-31,Navy,V-22,2005,PdE,Boeing,Bell Helicopters,Aircraft,0,,,50250.4,458,109.717,49982.2,459,108.894,38562.8,456,84.568,37947.3,457,83.034
2011-12-31,Navy,VTUAV,2006,PdE,Northrop Grumman,,Aircraft,0,,,2366.4,177,13.369,2346.9,175,13.411,1522.4,168,9.062,1734.4,168,10.324
2011-12-31,Air Force,AEHF SV 1-4,2002,PdE,Lockheed Martin,,Space Systems,0,,,9085.3,4,2271.325,11573.9,6,1928.983,2655.1,2,1327.55,5121.9,4,1280.475
