report_date,service,program,base_year,baseline_type,prime_contractor,secondary_contractor,platform_portfolio,cohort,merger_exposure,treatment_rule,baseline_pauc_total,baseline_pauc_qty,baseline_pauc_est,current_pauc_total,current_pauc_qty,current_pauc_est,baseline_apuc_total,baseline_apuc_qty,baseline_apuc_est,current_apuc_total,current_apuc_qty,current_apuc_est
2020-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,,,,16084.2,1227,13.109,,,
2020-12-31,Navy,AARGM-ER,2019,DE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,3442.1,2097,1.641,,,,2693.5,2080,1.295,,,
2020-12-31,Navy ,Advanced Arresting Gear,2016,DE,General Atomics,,Other Products,0,,,1994.1,3,664.7,,,,778.7,3,259.567,,,
2020-12-31,Navy,ACV 1.1,2014,DE,BAE Systems,,Land Vehicles,0,,,1826.9,240,7.612,,,,1015.5,204,4.978,,,
2020-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,,,,806.5,1750,0.461,,,
2020-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,,,,3798.5,6000,0.63,,,
2020-12-31,Navy,AMDR,2013,DE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,5735.7,22,260.714,,,,3846.9,22,174.859,,,
2020-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,,,,1262.8,174,7.257,,,
2020-12-31,Navy,CH-53K,2006,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,,,,11018.9,152,72.493,,,
2020-12-31,Navy,CVN 78 - CVN 78,2000,DE,Newport News,,Ships and Submarines,0,,,28701.2,3,9567.067,,,,24825.9,3,8275.3,,,
2020-12-31,Navy,CVN 78 - EMALS,2000,DE,General Atomics,,Ships and Submarines,0,,,2263.4,3,754.467,,,,1593.4,3,531.133,,,
2020-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,,,,10195.3,3,3398.433,,,
2020-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,,,,15745.3,23,684.578,,,
2020-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,,,,13281.9,70,189.741,,,
2020-12-31,Navy,EPF,2008,PdE,Austal,,Ships and Submarines,0,,,3460,18,192.222,,,,3337.8,18,185.433,,,
2020-12-31,Navy,ESB,2011,PdE,General Dynamics,,Ships and Submarines,0,,,4528.9,8,566.112,,,,4416.9,8,552.112,,,
2020-12-31,Navy,FFG-62,2020,DE,Fincantieri Marinette,,Ships and Submarines,0,,,20839.6,20,1041.98,20839.6,20,1041.98,19003,20,950.15,19003,20,950.15
2020-12-31,Navy,G/ATOR,2012,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2987.3,57,52.409,,,,2103.1,57,36.896,,,
2020-12-31,Navy,IDECM - Block 4,2008,PdE,L3Harris,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-Harris,660.7,160,4.129,,,,451.2,160,2.82,,,
2020-12-31,Navy,IRST,2008,PdE,Boeing,Lockheed Martin,"Electronics, Comms, and Sensors",0,,,1914.6,179,10.696,,,,1150.6,170,6.768,,,
2020-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,,,,202.9,25,8.116,,,
2020-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,,,,9198.3,104,88.445,,,
2020-12-31,Navy,LCS,2010,DE,General Dynamics,Lockheed Martin,Ships and Submarines,0,,,32008.2,55,581.967,,,,28369.2,53,535.268,,,
2020-12-31,Navy,LCS Mission Modules,2010,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,6379.5,64,99.68,,,,4116.7,59,69.775,,,
2020-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,,,,2677.5,1,2677.5,,,
2020-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,,,,12842.4,12,1070.2,,,
2020-12-31,Navy,MQ-25,2018,DE,Boeing,,Aircraft,0,,,12618.3,76,166.03,,,,8766.1,72,121.751,,,
2020-12-31,Navy,MQ-4C UAS BAMS,2008,PdE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,,,,8871.2,65,136.48,,,
2020-12-31,Navy ,NGJ Mid-Band,2016,DE,Raytheon,Boeing,"Electronics, Comms, and Sensors",0,,,7463.7,135,55.287,,,,4002.6,131,30.555,,,
2020-12-31,Navy,NGJ Low-Band,2020,DE,L3Harris,Boeing,"Electronics, Comms, and Sensors",0,,,4116.4,135,30.492,4116.4,135,30.492,2070,135,15.333,2070,135,15.333
2020-12-31,Navy,OASuW Inc 1 LRASM,2014,DE,Lockheed Martin,,Ordnance and Missiles,0,,,1467.3,124,11.833,,,,292.3,110,2.657,,,
2020-12-31,Navy,P-8A,2010,PdE,Boeing,CFM International,Aircraft,0,,,30271.9,115,263.234,,,,22791.2,108,211.03,,,
2020-12-31,Navy,SSC,2011,DE,Textron Systems,L3 Communications,Ships and Submarines,0,,,3925.6,73,53.775,,,,3354.4,72,47.245,,,
2020-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,,,,3949.6,1200,3.291,,,
2020-12-31,Navy,SSBN 826,2017,DE,General Dynamics,Newport News,Ships and Submarines,0,,,100221.9,12,8351.825,,,,87426.5,12,7285.542,,,
2020-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,,,,42228.1,30,1407.603,,,
2020-12-31,Navy,T-AO 205 Class,2016,DE,General Dynamics,,Ships and Submarines,0,,,8543.5,17,502.559,,,,8475.9,17,498.582,,,
2020-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,,,,17155.2,540,31.769,,,
2020-12-31,Navy ,VH-92A,2014,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,4649.7,23,202.16,,,,2043.6,17,120.21,,,
2020-12-31,Air Force,APT,2018,DE,Boeing,,Aircraft,0,,,8075.4,351,23.007,,,,6669,346,19.275,,,
2020-12-31,Air Force,B-2 DMS-M,2016,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2556.2,20,127.81,,,,734.3,16,45.894,,,
2020-12-31,Air Force,C-130J,1996,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,730.7,11,66.427,,,,721.8,11,65.618,,,
2020-12-31,Air Force,EELV,2012,PdE,Boeing,Lockheed Martin,Space Systems,0,,,61443.4,152,404.233,,,,59078.3,151,391.247,,,
2020-12-31,Air Force,F-15 EPAWSS,2016,DE,Boeing,BAE Systems,"Electronics, Comms, and Sensors",0,,,4251.5,413,10.294,,,,3375,413,8.172,,,
2020-12-31,Air Force,FAB-T - CPT,2015,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,1639.1,95,17.254,,,,939.8,84,11.188,,,
2020-12-31,Air Force,GPS IIIF,2018,DE,Lockheed Martin,,Space Systems,0,,,9273.8,22,421.536,,,,6113,20,305.65,,,
2020-12-31,Air Force,GPS OCX,2012,DE,Raytheon,,Space Systems,2021,Raytheon-UTC,prime-Raytheon,3347.2,1,3347.2,,,,0,0,,,,
2020-12-31,Air Force,HH-60W,2019,PdE,Sikorsky,,Aircraft,0,,,8090.9,105,77.1,,,,6108.4,95,64.3,,,
2020-12-31,Air Force,ICBM Fuze Mod,2014,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,1814.8,781,2.324,,,,663.5,693,0.957,,,
2020-12-31,Air Force,JASSM - ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,,,,3366.1,2500,1.346,,,
2020-12-31,Air Force,KC-46A,2011,PdE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,,,,33040.3,175,188.802,,,
2020-12-31,Air Force,LGM-35,2020,DE,Northrop Grumman,,Ordnance and Missiles,0,,,77740.7,659,117.968,77740.7,659,117.968,47858.4,634,75.486,47858.4,634,75.486
2020-12-31,Air Force,MGUE Inc 1,2017,DE,L-3 Communications,,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,1505.7,0,,,0,,0,0,,0,0,
2020-12-31,Air Force,MH-139A,2018,PdE,Boeing,,Aircraft,0,,,3308.8,84,39.39,,,,2422.5,80,30.281,,,
2020-12-31,Air Force,SDB II,2010,PdE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,,,,2976.3,17000,0.175,,,
2020-12-31,Air Force,VC-25B,2018,PdE,Boeing,,Aircraft,0,,,5014,2,2507,,,,51,0,,,,
2020-12-31,Air Force,WSF,2019,DE,Ball Aerospace,,Space Systems,0,,,982.7,2,491.35,,,,0,0,,,,
2020-12-31,DoD,CHEM DEMIL - ACWA,1994,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,,,,0,0,,,,
2020-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,,,,224333.7,2443,91.827,,,
2020-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,,,,42332.9,2443,17.328,,,
2020-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,,,,8104,328514,0.025,,,
2020-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,,,,523.7,630,0.831,,,
2021-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,12372.6,631,19.608,8856.9,634,13.97,10843.6,626,17.322
2021-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,2130.7,79,26.971,2134.6,56,38.118,2130.7,79,26.971
2021-12-31,Army,AMPV,2015,PdE,BAE Systems,,Land Vehicles,0,,,10724.8,2936,3.653,11904.5,2936,4.055,9736.6,2897,3.361,10797.6,2897,3.727
2021-12-31,Army,CH-47F Block II,2017,DE,Boeing,,Aircraft,0,,,16219.8,542,29.926,15548.2,542,28.687,15208.8,539,28.217,14753.8,539,27.373
2021-12-31,Army,CIRCM,2015,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2537.1,1124,2.257,4137.5,1829,2.262,1782.5,1076,1.657,3241.4,1781,1.82
2021-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4578.4,43795,0.105,10318.2,87605,0.118,3966.7,43560,0.091,9069.9,87174,0.104
2021-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,7548.1,485,15.563,3316,285,11.635,3225,460,7.011
2021-12-31,Army,ITEP,2019,DE,General Electric,,Aircraft,0,,,12088.4,6258,1.932,11623.2,6258,1.857,10030.5,6189,1.621,9700.2,6189,1.567
2021-12-31,Army,JAGM,2015,PdE,Lockheed Martin,Aerojet Rocketdyne,Ordnance and Missiles,0,,,5669.9,26437,0.214,6317.5,26437,0.239,4691.4,26319,0.178,5223.9,26319,0.198
2021-12-31,Army,JLTV,2012,PdE,AM General,,Land Vehicles,0,,,22780.2,54730,0.416,23030.9,61733,0.373,21782,54599,0.399,21947.9,61599,0.356
2021-12-31,Army,PAC-3 MSE,2004,PdE,Lockheed Martin,Boeing,Air and Missile Defense,0,,,6220.9,1528,4.071,10227.8,3100,3.299,5760,1528,3.77,9414,3100,3.037
2021-12-31,Army,PIM,2011,PdE,BAE Systems,,"Electronics, Comms, and Sensors",0,,,6641,582,11.411,8552.8,691,12.377,5640.1,580,9.724,7506.4,689,10.895
2021-12-31,Army,PrSM,2021,DE,Lockheed Martin,,Ordnance and Missiles,0,,,6685.3,4021,1.663,6546.7,4021,1.628,5542.2,3896,1.39,5412,3986,1.358
2021-12-31,Army,UH-60M Black Hawk,2005,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,16801.7,1235,13.605,22420.9,1375,16.306,16084.2,1227,13.109,21551.2,1367,15.765
2021-12-31,Navy,AARGM-ER,2019,DE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,3442.1,2097,1.641,3296,2097,1.572,2693.5,2080,1.295,2548.1,2080,1.225
2021-12-31,Navy ,Advanced Arresting Gear,2016,DE,General Atomics,,Other Products,0,,,1994.1,3,664.7,2430.9,4,607.737,778.7,3,259.567,1090.22,4,272.555
2021-12-31,Navy,ACV 1.1,2014,DE,BAE Systems,,Land Vehicles,0,,,1826.9,240,7.612,4930.8,677,7.283,1015.5,204,4.978,3749.2,632,5.932
2021-12-31,Navy,AGM-88E AARGM,2003,PdE,Alliant TechSystems (ATK),,Ordnance and Missiles,2019,Northrop-Orbital ATK,prime-ATK,1339.8,1790,0.748,1787.2,1847,0.968,806.5,1750,0.461,1114.1,1807,0.617
2021-12-31,Navy ,AIM-9X Block II,2011,DE,Raytheon,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,3967.3,6000,0.661,5364.46,11635,0.46,3798.5,6000,0.63,4613.87,11635,0.4
2021-12-31,Navy,AMDR,2013,DE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,5735.7,22,260.714,5851.3,26,225.1,3846.9,22,174.859,4035.1,26,152.5
2021-12-31,Navy,CEC,2002,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,2443.4,183,13.352,5485.82,366,14.99,1262.8,174,7.257,2070.72,336,6.16
2021-12-31,Navy,CH-53K,2006,PdE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,14980.9,156,96.031,25109.8,200,125.549,11018.9,152,72.493,18214.4,196,92.931
2021-12-31,Navy,CVN 78 - CVN 78,2000,DE,Newport News,,Ships and Submarines,0,,,28701.2,3,9567.067,34194.41,4,8548.6,24825.9,3,8275.3,30178.64,4,7544.66
2021-12-31,Navy,CVN 78 - EMALS,2000,DE,General Atomics,,Ships and Submarines,0,,,2263.4,3,754.467,2452.77,4,613.19,1593.4,3,531.133,1568.15,4,392.04
2021-12-31,Navy,DDG 1000,2005,DE,General Dynamics,Raytheon,Ships and Submarines,2021,Raytheon-UTC,sub-Raytheon,19189.3,3,6396.433,20325.2,3,6775.067,10195.3,3,3398.433,11054,3,3684.667
2021-12-31,Navy,DDG 51,1987,PdE,General Dynamics,Northrop Grumman,Ships and Submarines,0,,,16723.8,23,727.122,78615.5,101,778.4,15745.3,23,684.578,74655.3,101,739.2
2021-12-31,Navy,E-2D AHE,2009,PdE,Northrop Grumman,,Aircraft,0,,,17468.6,75,232.915,22266.6,86,258.914,13281.9,70,189.741,14669.3,81,181.102
2021-12-31,Navy,EPF,2008,PdE,Austal,,Ships and Submarines,0,,,3460,18,192.222,3242,17,189.054,3337.8,18,185.433,3127.3,17,182.302
2021-12-31,Navy,ESB,2011,PdE,General Dynamics,,Ships and Submarines,0,,,4528.9,8,566.112,4403.34,8,550.413,4416.9,8,552.112,4291.3,8,536.413
2021-12-31,Navy,FFG-62,2020,DE,Fincantieri Marinette,,Ships and Submarines,0,,,20839.6,20,1041.98,20751.7,20,1037.58,19003,20,950.15,18874.7,20,943.73
2021-12-31,Navy,G/ATOR,2012,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2987.3,57,52.409,2826.8,45,62.818,2103.1,57,36.896,1743.6,45,38.747
2021-12-31,Navy,IDECM - Block 4,2008,PdE,L3Harris ,BAE Systems,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-Harris,660.7,160,4.129,1382.4,425,3.253,451.2,160,2.82,1013.2,425,2.384
2021-12-31,Navy,IRST,2008,PdE,Boeing,Lockheed Martin,"Electronics, Comms, and Sensors",0,,,1914.6,179,10.696,2052.4,173,11.86,1150.6,170,6.768,1226.7,170,7.2
2021-12-31,Navy,JPALS,2008,DE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,963.2,37,26.032,1503.8,33,45.569,202.9,25,8.116,272,23,11.824
2021-12-31,Navy,KC-130J,2010,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,9233.9,104,88.788,9672.9,111,87.14,9198.3,104,88.445,9634.9,111,86.8
2021-12-31,Navy,LCS,2010,DE,General Dynamics,Lockheed Martin,Ships and Submarines,0,,,32008.2,55,581.967,19151.8,35,547.194,28369.2,53,535.268,15867.6,33,480.836
2021-12-31,Navy,LCS Mission Modules,2010,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,6379.5,64,99.68,5475,40,137,4116.7,59,69.775,3058,35,87
2021-12-31,Navy,LHA 6,2006,DE,Huntington Ingalls,,Ships and Submarines,0,,,2877.4,1,2877.4,10639.22,4,2659.8,2677.5,1,2677.5,10216.13,4,2554
2021-12-31,Navy,LPD 17,1996,DE,Huntington Ingalls,,Ships and Submarines,0,,,12955.2,12,1079.6,28385.2,26,1091.74,12842.4,12,1070.2,28121.4,26,1081.594
2021-12-31,Navy,MQ-25,2018,DE,Boeing,,Aircraft,0,,,12618.3,76,166.03,11449.6,76,150.653,8766.1,72,121.751,8481.9,69,122.927
2021-12-31,Navy,MQ-4C UAS BAMS,2008,PdE,Northrop Grumman,,Aircraft,0,,,12224.5,70,174.636,14068.4,70,200.977,8871.2,65,136.48,8559.8,65,131.689
2021-12-31,Navy ,NGJ Mid-Band,2016,DE,Raytheon,Boeing,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,7463.7,135,55.287,7617.6,135,56.427,4002.6,131,30.555,3875.7,129,30.045
2021-12-31,Navy,NGJ Low-Band,2020,DE,L3Harris,Boeing,"Electronics, Comms, and Sensors",0,,,4116.4,135,30.492,4170.7,135,30.895,2070,135,15.333,1979.1,135,14.66
2021-12-31,Navy,OASuW Inc 1 LRASM,2014,DE,Lockheed Martin,,Ordnance and Missiles,0,,,1467.3,124,11.833,3248.8,645,5.037,292.3,110,2.657,1832.3,629,2.913
2021-12-31,Navy,P-8A,2010,PdE,Boeing,CFM International,Aircraft,0,,,30271.9,115,263.234,33318.6,133,250.516,22791.2,108,211.03,23398.1,128,182.798
2021-12-31,Navy,SSC,2011,DE,Textron Systems,L3 Communications,Ships and Submarines,2020,L3-Harris,sub-L3,3925.6,73,53.775,4742.4,73,64.964,3354.4,72,47.245,4176.9,72,58.013
2021-12-31,Navy,SM-6,2004,PdE,Raytheon,,Air and Missile Defense,2021,Raytheon-UTC,prime-Raytheon,4866.3,1200,4.055,8345.9,2345,3.559,3949.6,1200,3.291,7510.9,2345,3.203
2021-12-31,Navy,SSBN 826,2017,DE,General Dynamics,Newport News,Ships and Submarines,0,,,100221.9,12,8351.825,98815.2,12,8234.6,87426.5,12,7285.542,85454.1,12,7121.2
2021-12-31,Navy,SSN 774,1995,PdE,General Dynamics,,Ships and Submarines,0,,,45633.1,30,1521.103,94016.2,48,1958.7,42228.1,30,1407.603,86754.8,48,1807.4
2021-12-31,Navy,T-AO 205 Class,2016,DE,General Dynamics,,Ships and Submarines,0,,,8543.5,17,502.559,12231.95,20,594.9,8475.9,17,498.582,12166.41,20,591.6
2021-12-31,Navy,Trident II Missile,1983,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,25943.7,568,45.676,28283.5,561,50.416,17155.2,540,31.769,18834.8,533,35.337
2021-12-31,Navy ,VH-92A,2014,DE,Sikorsky,,Aircraft,2016,Lockheed-Sikorsky,prime-Sikorsky,4649.7,23,202.16,4412.88,23,191.86,2043.6,17,120.21,1897.02,17,111.59
2021-12-31,Air Force,APT,2018,DE,Boeing,,Aircraft,0,,,8075.4,351,23.007,8028.1,351,22.872,6669,346,19.275,6421,346,18.558
2021-12-31,Air Force,B-2 DMS-M,2016,DE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2556.2,20,127.81,2126.48,20,106.32,734.3,16,45.894,58.38,16,3.65
2021-12-31,Air Force,B-52 CERP,2021,DE,Boeing,Rolls Royce,Aircraft,0,,,8959,76,117.882,9233.86,76,121.498,6757.4,74,91.316,6028.58,74,81.467
2021-12-31,Air Force,B-52 RMP,2021,DE,Boeing,Raytheon,"Electronics, Comms, and Sensors",0,,,2042.1,76,26.87,2022.35,76,26.61,885,74,11.959,885,74,11.959
2021-12-31,Air Force,C-130J,1996,PdE,Lockheed Martin,Rolls Royce,Aircraft,0,,,730.7,11,66.427,13420.9,202,66.4,721.8,11,65.618,12940.3,202,64.061
2021-12-31,Air Force,EELV,2012,PdE,Boeing,Lockheed Martin,Space Systems,0,,,61443.4,152,404.233,53589.1,203,263.986,59078.3,151,391.247,48502.7,202,240.112
2021-12-31,Air Force,F-15 EPAWSS,2016,DE,Boeing,BAE Systems,"Electronics, Comms, and Sensors",0,,,4251.5,413,10.294,3951.7,299,13.217,3375,413,8.172,2814.5,297,9.476
2021-12-31,Air Force,FAB-T - CPT,2015,PdE,Raytheon,,"Electronics, Comms, and Sensors",2021,Raytheon-UTC,prime-Raytheon,1639.1,95,17.254,1889.3,109,17.33,939.8,84,11.188,671.3,84,7.991
2021-12-31,Air Force,GPS IIIF,2018,DE,Lockheed Martin,,Space Systems,0,,,9273.8,22,421.536,9350,22,425.002,6113,20,305.65,6227.8,20,311.389
2021-12-31,Air Force,GPS OCX,2012,DE,Raytheon,,Space Systems,2021,Raytheon-UTC,prime-Raytheon,3347.2,1,3347.2,5678.3,1,5678.3,0,0,,0,0,
2021-12-31,Air Force,HH-60W,2019,PdE,Sikorsky,,Aircraft,0,,,8090.9,105,77.1,6478.2,75,90,6108.4,95,64.3,4564.4,65,70.2
2021-12-31,Air Force,ICBM Fuze Mod,2014,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,1814.8,781,2.324,2123.8,743,2.858,663.5,693,0.957,791,655,1.208
2021-12-31,Air Force,JASSM - ER,2010,PdE,Lockheed Martin,,Ordnance and Missiles,0,,,3631.6,2531,1.435,9777.3,7578,1.29,3366.1,2500,1.346,9013.5,7547,1.194
2021-12-31,Air Force,KC-46A,2011,PdE,Boeing,Pratt & Whitney,Aircraft,2013,UTC-Goodrich,sub-UTC,43518.2,179,243.118,34058,179,190.268,33040.3,175,188.802,26207.9,175,149.759
2021-12-31,Air Force,LGM-35,2020,DE,Northrop Grumman,,Ordnance and Missiles,0,,,77740.7,659,117.968,77740.7,659,117.968,47858.4,634,75.486,47858.4,534,75.486
2021-12-31,Air Force,MGUE Inc 1,2017,DE,L-3 Communications,,"Electronics, Comms, and Sensors",2020,L3-Harris,prime-L3,1505.7,0,,1674.9,0,,0,0,,0,0,
2021-12-31,Air Force,MH-139A,2018,PdE,Boeing,,Aircraft,0,,,3308.8,84,39.39,3208.7,80,38.9,2422.5,80,30.281,2275,74,30.7
2021-12-31,Air Force,SDB II,2010,PdE,Raytheon,,Ordnance and Missiles,2021,Raytheon-UTC,prime-Raytheon,4577.5,17163,0.267,4749,17163,0.277,2976.3,17000,0.175,2926.3,17000,0.172
2021-12-31,Air Force,VC-25B,2018,PdE,Boeing,,Aircraft,0,,,5014,2,2507,5047.5,2,2523.75,51,0,,22,0,
2021-12-31,Air Force,WSF,2019,DE,Ball Aerospace,,Space Systems,0,,,982.7,2,491.35,896.7,2,448.35,0,0,,0,0,
2021-12-31,DoD,CHEM DEMIL - ACWA,1994,PdE,Bechtel,,Other Services,0,,,5413,3136,1.726,9160.8,3136,2.921,0,0,,0,0,
2021-12-31,DoD,F-35 - Aircraft,2012,DE,Lockheed Martin,Northrop Grumman,Aircraft,0,,,276482.2,2458,112.483,271368.7,2470,109.866,224333.7,2443,91.827,206340.7,2456,84.015
2021-12-31,DoD,F-35 - Engine,2012,DE,Pratt & Whitney,Hamilton Sundstrand,Aircraft,2013,UTC-Goodrich,prime-UTC,53916.4,2458,21.935,56694.7,2470,22.953,42332.9,2443,17.328,41893.7,2456,17.058
2021-12-31,DoD,JTRS HMS,2004,PdE,Harris Corporation,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,8569,329574,0.026,7815.5,255995,0.031,8104,328514,0.025,6704.8,255162,0.026
2021-12-31,DoD,MIDS,2003,PdE,BAE Systems,Rockwell Collins,"Electronics, Comms, and Sensors",2019,UTC-Rockwell Collins,sub-Rockwell,1091.4,672,1.624,4801.7,11881,0.404,523.7,630,0.831,2627.1,10925,0.24
2022-12-31,Army,AB3A Remanufacture,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,10468.7,639,16.383,12292.4,622,19.763,8857,634,13.97,10765.9,617,17.449
2022-12-31,Army,AB3B New Build,2010,PdE,Boeing,Longbow LLC,Aircraft,2016,Lockheed-Sikorsky,sub-Lockheed,2134.6,56,38.118,2130.7,79,26.971,2134.6,56,38.118,2130.7,79,26.971
2022-12-31,Army,AMPV,2015,PdE,BAE Systems,,Land Vehicles,0,,,10724.8,2936,3.653,12183,2936,4.205,9736.6,2897,3.361,11076.5,2897,3.823
2022-12-31,Army,CH-47F Block II,2017,DE,Boeing,,Aircraft,0,,,16219.8,542,29.926,15548.2,542,28.687,15208.8,539,28.217,14753.8,539,27.373
2022-12-31,Army,CIRCM,2015,PdE,Northrop Grumman,,"Electronics, Comms, and Sensors",0,,,2537.1,1124,2.257,4507.2,2036,2.214,1782.5,1076,1.657,3599.2,1988,1.811
2022-12-31,Army,GMLRS/GMLRS AW,2003,PdE,Lockheed Martin,Alliant TechSystems (ATK),Ordnance and Missiles,2019,Northrop-Orbital ATK,sub-ATK,4758.4,43795,0.105,21096.8,104507,0.116,3966.7,43560,0.091,10845.5,104070,0.104
2022-12-31,Army,IAMD,2009,DE,Northrop Grumman,,Air and Missile Defense,0,,,4806.8,296,16.239,8352.5,511,16.435,3316,285,11.635,2833.2,486,7.887
2022-12-31,Army,ITEP,2019,DE,General Electric,,Aircraft,0,,,12088.4,6258,1.932,12000.9,6258,1.918,10030.5,6189,1.621,9894.2,6189,1.599
2022-12-31,Army,JAGM,2015,PdE,Lockheed Martin,Aerojet Rocketdyne,Ordnance and Missiles,0,,,5669.9,26437,0.214,6317.5,26437,0.239,4691.4,26319,0.178,5223.9,26319,0.198
